yyyymmdd,Strike,impliedVol,Spot,Dividend
20130921,1175,25.862,1555.25,2.297
20130921,1200,25.11,1555.25,2.297
20130921,1220,24.508,1555.25,2.297
20130921,1225,24.358,1555.25,2.297
20130921,1230,24.207,1555.25,2.297
20130921,1250,23.603,1555.25,2.297
20130921,1275,22.843,1555.25,2.297
20130921,1300,22.077,1555.25,2.297
20130921,1325,21.303,1555.25,2.297
20130921,1350,20.523,1555.25,2.297
20130921,1375,19.741,1555.25,2.297
20130921,1400,18.961,1555.25,2.297
20130921,1425,18.19,1555.25,2.297
20130921,1450,17.432,1555.25,2.297
20130921,1475,16.692,1555.25,2.297
20130921,1480,16.547,1555.25,2.297
20130921,1485,16.402,1555.25,2.297
20130921,1500,15.974,1555.25,2.297
20130921,1525,15.281,1555.25,2.297
20130921,1530,15.145,1555.25,2.297
20130921,1535,15.011,1555.25,2.297
20130921,1540,14.878,1555.25,2.297
20130921,1545,14.746,1555.25,2.297
20130921,1550,14.616,1555.25,2.297
20130921,1575,13.983,1555.25,2.297
20130921,1600,13.39,1555.25,2.297
20130921,1625,12.844,1555.25,2.297
20130921,1630,12.741,1555.25,2.297
20130921,1650,12.357,1555.25,2.297
20130921,1675,11.942,1555.25,2.297
20130921,1700,11.613,1555.25,2.297
20130921,1725,11.384,1555.25,2.297
20130921,1750,11.26,1555.25,2.297
20130921,1775,11.247,1555.25,2.297
20130921,1800,11.34,1555.25,2.297
20130921,1825,11.534,1555.25,2.297
20130921,1850,11.819,1555.25,2.297
20130921,1900,12.621,1555.25,2.297
20130921,2000,14.873,1555.25,2.297
20130921,2050,16.195,1555.25,2.297
20131221,900,31.825,1555.25,2.321
20131221,925,31.141,1555.25,2.321
20131221,950,30.463,1555.25,2.321
20131221,975,29.791,1555.25,2.321
20131221,1000,29.124,1555.25,2.321
20131221,1025,28.46,1555.25,2.321
20131221,1050,27.801,1555.25,2.321
20131221,1075,27.145,1555.25,2.321
20131221,1100,26.493,1555.25,2.321
20131221,1125,25.844,1555.25,2.321
20131221,1130,25.715,1555.25,2.321
20131221,1150,25.2,1555.25,2.321
20131221,1175,24.558,1555.25,2.321
20131221,1200,23.92,1555.25,2.321
20131221,1225,23.285,1555.25,2.321
20131221,1250,22.652,1555.25,2.321
20131221,1275,22.021,1555.25,2.321
20131221,1300,21.391,1555.25,2.321
20131221,1325,20.762,1555.25,2.321
20131221,1350,20.135,1555.25,2.321
20131221,1375,19.511,1555.25,2.321
20131221,1400,18.892,1555.25,2.321
20131221,1425,18.281,1555.25,2.321
20131221,1450,17.68,1555.25,2.321
20131221,1475,17.092,1555.25,2.321
20131221,1500,16.522,1555.25,2.321
20131221,1525,15.971,1555.25,2.321
20131221,1550,15.442,1555.25,2.321
20131221,1575,14.939,1555.25,2.321
20131221,1580,14.842,1555.25,2.321
20131221,1585,14.745,1555.25,2.321
20131221,1590,14.65,1555.25,2.321
20131221,1595,14.556,1555.25,2.321
20131221,1600,14.464,1555.25,2.321
20131221,1625,14.02,1555.25,2.321
20131221,1650,13.609,1555.25,2.321
20131221,1675,13.237,1555.25,2.321
20131221,1700,12.904,1555.25,2.321
20131221,1725,12.617,1555.25,2.321
20131221,1750,12.376,1555.25,2.321
20131221,1775,12.187,1555.25,2.321
20131221,1800,12.051,1555.25,2.321
20131221,1825,11.97,1555.25,2.321
20131221,1850,11.947,1555.25,2.321
20131221,1875,11.98,1555.25,2.321
20131221,1900,12.07,1555.25,2.321
20131221,1925,12.214,1555.25,2.321
20131221,1950,12.409,1555.25,2.321
20131221,1975,12.652,1555.25,2.321
20131221,2000,12.938,1555.25,2.321
20140118,450,48.553,1555.25,2.296
20140118,500,45.108,1555.25,2.296
20140118,550,42.489,1555.25,2.296
20140118,600,40.46,1555.25,2.296
20140118,650,38.735,1555.25,2.296
20140118,700,37.119,1555.25,2.296
20140118,750,35.545,1555.25,2.296
20140118,800,34.017,1555.25,2.296
20140118,850,32.552,1555.25,2.296
20140118,900,31.152,1555.25,2.296
20140118,925,30.472,1555.25,2.296
20140118,950,29.804,1555.25,2.296
20140118,975,29.145,1555.25,2.296
20140118,1000,28.496,1555.25,2.296
20140118,1025,27.855,1555.25,2.296
20140118,1050,27.221,1555.25,2.296
20140118,1075,26.594,1555.25,2.296
20140118,1100,25.974,1555.25,2.296
20140118,1125,25.36,1555.25,2.296
20140118,1150,24.752,1555.25,2.296
20140118,1175,24.149,1555.25,2.296
20140118,1200,23.55,1555.25,2.296
20140118,1225,22.957,1555.25,2.296
20140118,1250,22.367,1555.25,2.296
20140118,1275,21.781,1555.25,2.296
20140118,1300,21.198,1555.25,2.296
20140118,1325,20.618,1555.25,2.296
20140118,1350,20.043,1555.25,2.296
20140118,1375,19.47,1555.25,2.296
20140118,1400,18.902,1555.25,2.296
20140118,1425,18.339,1555.25,2.296
20140118,1450,17.782,1555.25,2.296
20140118,1475,17.232,1555.25,2.296
20140118,1500,16.693,1555.25,2.296
20140118,1525,16.166,1555.25,2.296
20140118,1550,15.655,1555.25,2.296
20140118,1575,15.164,1555.25,2.296
20140118,1600,14.696,1555.25,2.296
20140118,1625,14.255,1555.25,2.296
20140118,1650,13.847,1555.25,2.296
20140118,1675,13.474,1555.25,2.296
20140118,1700,13.14,1555.25,2.296
20140118,1725,12.847,1555.25,2.296
20140118,1750,12.598,1555.25,2.296
20140118,1775,12.393,1555.25,2.296
20140118,1800,12.233,1555.25,2.296
20140118,1900,12.031,1555.25,2.296
20140118,2000,12.469,1555.25,2.296
20140118,2250,15.415,1555.25,2.296
20140118,2500,19.597,1555.25,2.296
20140322,650,37.502,1555.25,2.345
20140322,700,36.015,1555.25,2.345
20140322,725,35.273,1555.25,2.345
20140322,750,34.539,1555.25,2.345
20140322,775,33.818,1555.25,2.345
20140322,800,33.113,1555.25,2.345
20140322,825,32.424,1555.25,2.345
20140322,850,31.752,1555.25,2.345
20140322,875,31.097,1555.25,2.345
20140322,900,30.455,1555.25,2.345
20140322,925,29.826,1555.25,2.345
20140322,950,29.207,1555.25,2.345
20140322,975,28.598,1555.25,2.345
20140322,1000,27.997,1555.25,2.345
20140322,1025,27.405,1555.25,2.345
20140322,1050,26.819,1555.25,2.345
20140322,1075,26.241,1555.25,2.345
20140322,1100,25.669,1555.25,2.345
20140322,1125,25.104,1555.25,2.345
20140322,1150,24.546,1555.25,2.345
20140322,1175,23.995,1555.25,2.345
20140322,1200,23.449,1555.25,2.345
20140322,1225,22.91,1555.25,2.345
20140322,1250,22.376,1555.25,2.345
20140322,1275,21.847,1555.25,2.345
20140322,1300,21.323,1555.25,2.345
20140322,1325,20.803,1555.25,2.345
20140322,1350,20.288,1555.25,2.345
20140322,1375,19.778,1555.25,2.345
20140322,1400,19.274,1555.25,2.345
20140322,1425,18.774,1555.25,2.345
20140322,1450,18.282,1555.25,2.345
20140322,1475,17.797,1555.25,2.345
20140322,1500,17.32,1555.25,2.345
20140322,1525,16.854,1555.25,2.345
20140322,1550,16.399,1555.25,2.345
20140322,1575,15.957,1555.25,2.345
20140322,1600,15.531,1555.25,2.345
20140322,1625,15.121,1555.25,2.345
20140322,1650,14.73,1555.25,2.345
20140322,1675,14.36,1555.25,2.345
20140322,1700,14.013,1555.25,2.345
20140322,1725,13.691,1555.25,2.345
20140322,1750,13.396,1555.25,2.345
20140322,1775,13.129,1555.25,2.345
20140322,1800,12.892,1555.25,2.345
20140322,1850,12.516,1555.25,2.345
20140322,1900,12.276,1555.25,2.345
20140322,1950,12.176,1555.25,2.345
20140322,2000,12.216,1555.25,2.345
20140621,250,63.721,1555.25,2.357
20140621,300,57.261,1555.25,2.357
20140621,350,51.095,1555.25,2.357
20140621,400,46.855,1555.25,2.357
20140621,450,44.571,1555.25,2.357
20140621,500,43.154,1555.25,2.357
20140621,550,41.449,1555.25,2.357
20140621,600,39.228,1555.25,2.357
20140621,650,36.914,1555.25,2.357
20140621,700,34.874,1555.25,2.357
20140621,750,33.2,1555.25,2.357
20140621,800,31.801,1555.25,2.357
20140621,850,30.547,1555.25,2.357
20140621,900,29.359,1555.25,2.357
20140621,950,28.213,1555.25,2.357
20140621,975,27.657,1555.25,2.357
20140621,1000,27.111,1555.25,2.357
20140621,1025,26.576,1555.25,2.357
20140621,1050,26.052,1555.25,2.357
20140621,1075,25.538,1555.25,2.357
20140621,1100,25.035,1555.25,2.357
20140621,1125,24.541,1555.25,2.357
20140621,1150,24.055,1555.25,2.357
20140621,1175,23.576,1555.25,2.357
20140621,1200,23.105,1555.25,2.357
20140621,1225,22.639,1555.25,2.357
20140621,1250,22.177,1555.25,2.357
20140621,1275,21.721,1555.25,2.357
20140621,1300,21.268,1555.25,2.357
20140621,1325,20.819,1555.25,2.357
20140621,1350,20.373,1555.25,2.357
20140621,1375,19.933,1555.25,2.357
20140621,1400,19.497,1555.25,2.357
20140621,1425,19.068,1555.25,2.357
20140621,1450,18.646,1555.25,2.357
20140621,1475,18.232,1555.25,2.357
20140621,1500,17.828,1555.25,2.357
20140621,1525,17.436,1555.25,2.357
20140621,1550,17.056,1555.25,2.357
20140621,1575,16.691,1555.25,2.357
20140621,1600,16.341,1555.25,2.357
20140621,1625,16.008,1555.25,2.357
20140621,1650,15.693,1555.25,2.357
20140621,1700,15.122,1555.25,2.357
20140621,1750,14.637,1555.25,2.357
20140621,1800,14.243,1555.25,2.357
20140621,1900,13.748,1555.25,2.357
20140621,2000,13.652,1555.25,2.357
20140621,2250,14.956,1555.25,2.357
20140621,2500,17.65,1555.25,2.357
20141220,600,34.183,1555.25,2.415
20141220,650,33.023,1555.25,2.415
20141220,700,31.9,1555.25,2.415
20141220,750,30.816,1555.25,2.415
20141220,775,30.29,1555.25,2.415
20141220,800,29.774,1555.25,2.415
20141220,825,29.269,1555.25,2.415
20141220,850,28.775,1555.25,2.415
20141220,875,28.291,1555.25,2.415
20141220,900,27.818,1555.25,2.415
20141220,925,27.354,1555.25,2.415
20141220,950,26.899,1555.25,2.415
20141220,975,26.454,1555.25,2.415
20141220,1000,26.016,1555.25,2.415
20141220,1025,25.585,1555.25,2.415
20141220,1050,25.162,1555.25,2.415
20141220,1075,24.744,1555.25,2.415
20141220,1100,24.332,1555.25,2.415
20141220,1125,23.925,1555.25,2.415
20141220,1150,23.522,1555.25,2.415
20141220,1175,23.124,1555.25,2.415
20141220,1200,22.731,1555.25,2.415
20141220,1225,22.342,1555.25,2.415
20141220,1250,21.957,1555.25,2.415
20141220,1275,21.578,1555.25,2.415
20141220,1300,21.203,1555.25,2.415
20141220,1325,20.834,1555.25,2.415
20141220,1350,20.471,1555.25,2.415
20141220,1375,20.114,1555.25,2.415
20141220,1400,19.763,1555.25,2.415
20141220,1425,19.421,1555.25,2.415
20141220,1450,19.086,1555.25,2.415
20141220,1475,18.759,1555.25,2.415
20141220,1500,18.441,1555.25,2.415
20141220,1525,18.132,1555.25,2.415
20141220,1550,17.833,1555.25,2.415
20141220,1575,17.544,1555.25,2.415
20141220,1600,17.265,1555.25,2.415
20141220,1625,16.998,1555.25,2.415
20141220,1650,16.741,1555.25,2.415
20141220,1700,16.264,1555.25,2.415
20141220,1750,15.835,1555.25,2.415
20141220,1800,15.459,1555.25,2.415
20141220,1850,15.136,1555.25,2.415
20141220,1900,14.867,1555.25,2.415
20141220,2000,14.495,1555.25,2.415
20141220,2100,14.338,1555.25,2.415
20141220,2200,14.379,1555.25,2.415
20141220,2250,14.465,1555.25,2.415
20141220,2500,15.396,1555.25,2.415
20151219,400,41.86,1555.25,2.525
20151219,500,36.052,1555.25,2.525
20151219,550,34.134,1555.25,2.525
20151219,600,32.619,1555.25,2.525
20151219,650,31.379,1555.25,2.525
20151219,700,30.319,1555.25,2.525
20151219,750,29.376,1555.25,2.525
20151219,800,28.512,1555.25,2.525
20151219,850,27.703,1555.25,2.525
20151219,900,26.935,1555.25,2.525
20151219,950,26.201,1555.25,2.525
20151219,975,25.845,1555.25,2.525
20151219,1000,25.495,1555.25,2.525
20151219,1025,25.152,1555.25,2.525
20151219,1050,24.814,1555.25,2.525
20151219,1075,24.481,1555.25,2.525
20151219,1100,24.153,1555.25,2.525
20151219,1125,23.83,1555.25,2.525
20151219,1150,23.512,1555.25,2.525
20151219,1175,23.198,1555.25,2.525
20151219,1200,22.889,1555.25,2.525
20151219,1225,22.584,1555.25,2.525
20151219,1250,22.284,1555.25,2.525
20151219,1275,21.989,1555.25,2.525
20151219,1300,21.698,1555.25,2.525
20151219,1325,21.411,1555.25,2.525
20151219,1350,21.13,1555.25,2.525
20151219,1375,20.853,1555.25,2.525
20151219,1400,20.582,1555.25,2.525
20151219,1425,20.316,1555.25,2.525
20151219,1450,20.055,1555.25,2.525
20151219,1475,19.8,1555.25,2.525
20151219,1500,19.55,1555.25,2.525
20151219,1525,19.306,1555.25,2.525
20151219,1550,19.068,1555.25,2.525
20151219,1575,18.836,1555.25,2.525
20151219,1600,18.61,1555.25,2.525
20151219,1625,18.391,1555.25,2.525
20151219,1650,18.177,1555.25,2.525
20151219,1675,17.97,1555.25,2.525
20151219,1700,17.77,1555.25,2.525
20151219,1725,17.576,1555.25,2.525
20151219,1750,17.389,1555.25,2.525
20151219,1800,17.035,1555.25,2.525
20151219,1900,16.408,1555.25,2.525
20151219,2000,15.894,1555.25,2.525
20151219,2100,15.494,1555.25,2.525
20151219,2200,15.208,1555.25,2.525
20151219,2250,15.107,1555.25,2.525
20151219,2500,15.005,1555.25,2.525
