gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
179534,01,129041,20091221,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VISA INC,V,92826C839,0001403161,6099,522320
179534,01,129041,20091221,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VISA INC,V,92826C300,0001403161,6099,522320
179534,01,129041,20091221,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VISA INC,V,92826C201,0001403161,6099,522320
156153,01,129041,20100219,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,TESSERA TECHNOLOGIES INC,TSRA,88164L100,0001261694,3674,334413
064156,01,129041,20100301,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,MONSTER WORLDWIDE INC,MWW,611742107,0001020416,7370,519130
121673,01,129041,20100301,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,STAMPS.COM INC,STMP,852857200,0001082923,5961,454111
124038,01,129041,20100301,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,INTERACTIVE INTELLIGENCE GRP,ININ,45841V109,0001517650,7372,511210
111534,01,129041,20100430,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,MICROSTRATEGY INC,MSTR,594972408,0001050446,7372,511210
122061,01,129041,20100514,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,TIBCO SOFTWARE INC,TIBX,88632Q103,0001085280,7372,511210
065607,01,129041,20100601,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,OSI SYSTEMS INC,OSIS,671044105,0001039065,3844,334517
012796,03,129041,20100602,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CORELOGIC INC,CLGX,318522208,0000036047,7370,519130
012796,03,129041,20100602,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CORELOGIC INC,CLGX,318522109,0000036047,7370,519130
012796,03,129041,20100602,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CORELOGIC INC,CLGX,21871D103,0000036047,7370,519130
175404,01,129041,20100701,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,FIRST SOLAR INC,FSLR,336433107,0001274494,3674,334413
160888,01,129041,20100920,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,MONOLITHIC POWER SYSTEMS INC,MPWR,609839105,0001280452,3674,334413
166213,01,129041,20101001,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,LIQUIDITY SERVICES INC,LQDT,53635B107,0001235468,5961,454112
179925,01,129041,20101001,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,RACKSPACE HOSTING INC,RAX,750086100,0001107694,7370,519130
176567,01,129041,20101004,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SUPER MICRO COMPUTER INC,SMCI,86800U104,0001375365,3576,333316
174317,01,129041,20101005,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,RIVERBED TECHNOLOGY INC,RVBD,768573107,0001357326,3576,334118
140030,01,129041,20101007,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,OPLINK COMMUNICATIONS INC,OPLK,68375Q403,0001022225,3663,334515
063651,01,129041,20101013,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,ROFIN SINAR TECHNOLOGIES INC,RSTI,775043102,0001019361,3690,333318
064165,01,129041,20101102,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,IGATE CORP,IGTE,45169U105,0001024732,7374,518210
118223,01,129041,20101110,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,BOTTOMLINE TECHNOLOGIES INC,EPAY,101388106,0001073349,7372,511210
179666,01,129041,20101111,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,LOGMEIN INC,LOGM,54142L109,0001420302,7372,511210
135788,02,129041,20101122,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CEVA INC,CEVA,157210105,0001173489,6794,533110
066032,01,129041,20101123,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,POWER INTEGRATIONS INC,POWI,739276103,0000833640,3674,334413
166593,01,129041,20101126,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SYNCHRONOSS TECHNOLOGIES,SNCR,87157B103,0001131554,7370,519130
264397,01,129041,20110228,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CARDTRONICS INC,CATM,14161H108,0001277856,7389,561990
133869,01,129041,20110415,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,LIVEPERSON INC,LPSN,538146101,0001102993,7370,519130
016401,01,129041,20110509,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CIRRUS LOGIC INC,CRUS,172755100,0000772406,3674,334413
177099,01,129041,20110516,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,MONOTYPE IMAGING HOLDINGS,TYPE,61022P100,0001385292,7372,511210
007682,01,129041,20110610,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,NANOMETRICS INC,NANO,630077105,0000704532,3829,334519
178943,01,129041,20110701,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,ENTROPIC COMMUNICATIONS INC,ENTR,29384R105,0001227930,3674,334413
143357,01,129041,20110706,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,ACCENTURE PLC,ACN,G1151C101,0001467373,8742,541611
178865,01,129041,20110713,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,RUBICON TECHNOLOGY INC,RBCN,78112T107,0001410172,3674,334413
177895,01,129041,20110825,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,GT ADVANCED TECHNOLOGIES INC,GTAT,36191U106,0001394954,3674,334413
177871,01,129041,20110830,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VIRTUSA CORP,VRTU,92827P102,0001207074,7370,541512
162733,01,129041,20110914,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VERIFONE SYSTEMS INC,PAY,92342Y109,0001312073,3578,334118
012236,01,129041,20111004,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,MEASUREMENT SPECIALTIES INC,MEAS,583421102,0000778734,3829,334519
177267,02,129041,20111017,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,TE CONNECTIVITY LTD,TEL,H84989104,0001385157,3678,334417
001968,01,129041,20111101,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,BADGER METER INC,BMI,056525108,0000009092,3824,334514
184571,01,129041,20111208,20140701,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,HIGHER ONE HOLDINGS INC,ONE,42983D104,0001486800,6099,522320
066686,01,129041,20120403,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,VASCO DATA SEC INTL INC,VDSI,92230Y104,0001044777,3669,334290
014898,01,129041,20120409,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,3D SYSTEMS CORP,DDD,88554D205,0000910638,3559,333249
182387,01,129041,20120423,20140723,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,OPENTABLE INC,OPEN,68372A104,0001125914,7373,541512
162449,01,129041,20120628,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,EXLSERVICE HOLDINGS INC,EXLS,302081104,0001297989,7374,518210
184263,01,129041,20120628,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,QUINSTREET INC,QNST,74874Q100,0001117297,7370,519130
150937,01,129041,20120702,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SEAGATE TECHNOLOGY PLC,STX,G7945M107,0001137789,3572,334112
179690,01,129041,20120801,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SOLARWINDS INC,SWI,83416B109,0001428669,7372,511210
177943,01,129041,20120806,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,DICE HOLDINGS INC,DHX,253017107,0001393883,7361,561311
006100,01,129041,20121001,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,INTERDIGITAL INC,IDCC,45867G101,0001405495,6794,533110
003157,01,129041,20121029,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,COHERENT INC,COHR,192479103,0000021510,3826,334516
025774,01,129041,20121128,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,ELECTRONICS FOR IMAGING INC,EFII,286082102,0000867374,3576,334118
122078,01,129041,20121219,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,NIC INC,EGOV,62914B100,0001065332,7370,519130
140759,01,129041,20121224,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,IXIA,XXIA,45071R109,0001120295,3825,334416
158791,01,129041,20130102,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,PROCERA NETWORKS INC,PKT,74269U203,0001165231,3576,333316
062732,01,129041,20130201,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SYKES ENTERPRISES INC,SYKE,871237103,0001010612,7374,518210
184715,01,129041,20130603,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,TANGOE INC,TNGO,87582Y108,0001182325,7372,511210
002615,01,129041,20130625,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,CALAMP CORP,CAMP,128126109,0000730255,3663,334220
028940,01,129041,20130801,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,BELDEN INC,BDC,077454106,0000913142,3357,331420
018683,01,129041,20130930,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SCIENCE APPLICATIONS INTL CP,SAIC,808625107,0001571123,7373,541512
028139,01,129041,20131106,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,SANMINA CORP,SANM,801056102,0000897723,3672,334412
170617,01,129041,20131223,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,FACEBOOK INC,FB,30303M102,0001326801,7370,519130
183377,01,129041,20140129,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,FORTINET INC,FTNT,34959E109,0001262039,7372,511210
019518,01,129041,20140303,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,KNOWLES CORP,KN,49926D109,0001587523,3670,334419
014561,01,129041,20140401,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,II-VI INC,IIVI,902104108,0000820318,3827,333314
179583,01,129041,20140402,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,FABRINET,FN,G3323L100,0001408710,3670,3344
160329,03,129041,20140403,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,GOOGLE INC,GOOG,38259P508,0001288776,7370,519130
160329,03,129041,20140403,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,GOOGLE INC,GOOG,38259P706,0001288776,7370,519130
180711,01,129041,20140508,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,AVAGO TECHNOLOGIES LTD,AVGO,Y0486S104,0001441634,3674,334413
111064,01,129041,20140815,,SP1500 Information Tech .S,GSECTOR,TEC.X,,,S&P,ULTIMATE SOFTWARE GROUP INC,ULTI,90385D107,0001016125,7372,511210
001919,01,129058,19910601,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,AVNET INC,AVT,053807103,0000008858,5065,423690
003946,01,129058,19910601,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,DIEBOLD INC,DBD,253651103,0000028823,3578,334118
007251,01,129058,19910601,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,MENTOR GRAPHICS CORP,MENT,587200106,0000701811,7373,541512
013421,01,129058,19910601,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,0000813672,7372,511210
001773,01,129058,19930401,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ARROW ELECTRONICS INC,ARW,042735100,0000007536,5065,423690
023767,01,129058,19941001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ATMEL CORP,ATML,049513104,0000872448,3674,334413
006003,01,129058,19960628,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INTEGRATED DEVICE TECH INC,IDTI,458118106,0000703361,3674,334413
024975,01,129058,19971205,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SYNOPSYS INC,SNPS,871607107,0000883241,7372,511210
031564,01,129058,19990701,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ACI WORLDWIDE INC,ACIW,004498101,0000935036,7372,511210
030576,01,129058,19990806,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ADTRAN INC,ADTN,00738A106,0000926282,3661,334210
012171,01,129058,19990831,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,TECH DATA CORP,TECD,878237106,0000790703,5045,423430
002536,01,129058,19991018,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ACXIOM CORP,ACXM,005125109,0000733269,7374,518210
062730,01,129058,19991201,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,POLYCOM INC,PLCM,73172K104,0001010552,3661,334210
009599,01,129058,20000619,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SEMTECH CORP,SMTC,816850101,0000088941,3674,334413
006109,01,129058,20000901,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INTL RECTIFIER CORP,IRF,460254105,0000316793,3674,334413
064853,01,129058,20001205,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,RF MICRO DEVICES INC,RFMD,749941100,0000911160,3674,334413
008633,01,129058,20001211,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,PLANTRONICS INC,PLT,727493108,0000914025,3661,334210
011811,01,129058,20001213,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,HENRY (JACK) & ASSOCIATES,JKHY,426281101,0000779152,7373,541512
031607,01,129058,20001221,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,NATIONAL INSTRUMENTS CORP,NATI,636518102,0000935494,7372,511210
061557,01,129058,20010601,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ADVENT SOFTWARE INC,ADVS,007974108,0001002225,7372,511210
011191,01,129058,20011001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,VISHAY INTERTECHNOLOGY INC,VSH,928298108,0000103730,3670,334416
011191,01,129058,20011001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,VISHAY INTERTECHNOLOGY INC,VSH,928298207,0000103730,3670,334416
027794,01,129058,20011224,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CREE INC,CREE,225447101,0000895419,3674,334413
065643,01,129058,20020102,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,FAIRCHILD SEMICONDUCTOR INTL,FCS,303726103,0001036960,3674,334413
130762,01,129058,20020515,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INTERSIL CORP  -CL A,ISIL,46069S109,0001096325,3674,334413
013824,01,129058,20030331,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,FAIR ISAAC CORP,FICO,303250104,0000814547,7373,541512
133288,01,129058,20030428,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SILICON LABORATORIES INC,SLAB,826919102,0001038074,3674,334413
003707,01,129058,20030501,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,DST SYSTEMS INC,DST,233326107,0000714603,7374,518210
064480,01,129058,20030602,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ROVI CORP,ROVI,779376102,0001424454,7373,541512
012441,01,129058,20031103,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,GARTNER INC,IT,366651206,0000749251,8700,541910
012441,01,129058,20031103,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,GARTNER INC,IT,366651107,0000749251,8700,541910
024405,01,129058,20031103,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA,989207105,0000877212,3560,333993
063919,01,129058,20051007,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INGRAM MICRO INC,IM,457153104,0001018003,5045,423430
133547,01,129058,20061201,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CONVERSANT INC,CNVR,21249J105,0001080034,7370,519130
018699,01,129058,20070103,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,PTC INC,PTC,69370C100,0000857005,7372,511210
141913,01,129058,20070110,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,GLOBAL PAYMENTS INC,GPN,37940X102,0001123360,7374,518210
176928,01,129058,20070402,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,BROADRIDGE FINANCIAL SOLUTNS,BR,11133T103,0001383312,7373,541512
007648,01,129058,20071001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,NCR CORP,NCR,62886E108,0000070866,3578,334118
163629,01,129058,20071203,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,NEUSTAR INC,NSR,64126X201,0001265888,4899,517919
022815,01,129058,20080623,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,TRIMBLE NAVIGATION LTD,TRMB,896239100,0000864749,3829,334519
180272,01,129058,20080703,20140102,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,LENDER PROCESSING SERVICES,LPS,52602E102,0001429775,7374,518210
063080,01,129058,20080801,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ANSYS INC,ANSS,03662Q105,0001013462,7372,511210
063172,01,129058,20080917,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,FACTSET RESEARCH SYSTEMS INC,FDS,303075105,0001013237,7370,519130
146171,01,129058,20081124,20140407,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,MANTECH INTL CORP,MANT,564563104,0000892537,7373,541512
029133,01,129058,20090327,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ITRON INC,ITRI,465741106,0000780571,3824,334514
007331,01,129058,20090605,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,MICROS SYSTEMS INC,MCRS,594901100,0000320345,7373,541512
138743,01,129058,20090701,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,EQUINIX INC,EQIX,29444U502,0001101239,7374,518210
120134,01,129058,20090819,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INFORMATICA CORP,INFA,45666Q102,0001080099,7372,511210
177429,01,129058,20091002,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SOLERA HOLDINGS INC,SLH,83421A104,0001324245,7372,511210
183920,01,129058,20091210,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,AOL INC,AOL,00184X105,0001468516,7370,519130
064356,01,129058,20091221,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CIENA CORP,CIEN,171779309,0000936395,3661,334210
113419,01,129058,20091221,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CONVERGYS CORP,CVG,212485106,0001062047,7389,561499
122061,01,129058,20100514,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,TIBCO SOFTWARE INC,TIBX,88632Q103,0001085280,7372,511210
012796,03,129058,20100602,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CORELOGIC INC,CLGX,318522208,0000036047,7370,519130
012796,03,129058,20100602,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CORELOGIC INC,CLGX,318522109,0000036047,7370,519130
012796,03,129058,20100602,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CORELOGIC INC,CLGX,21871D103,0000036047,7370,519130
001327,01,129058,20100727,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SKYWORKS SOLUTIONS INC,SWKS,83088M102,0000004127,3674,334413
179925,01,129058,20101001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,RACKSPACE HOSTING INC,RAX,750086100,0001107694,7370,519130
174317,01,129058,20101005,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,RIVERBED TECHNOLOGY INC,RVBD,768573107,0001357326,3576,334118
116787,01,129058,20101220,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CONCUR TECHNOLOGIES INC,CNQR,206708109,0001066026,7372,511210
012215,01,129058,20110228,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,CYPRESS SEMICONDUCTOR CORP,CY,232806109,0000791915,3674,334413
162733,01,129058,20110914,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,VERIFONE SYSTEMS INC,PAY,92342Y109,0001312073,3578,334118
060992,01,129058,20111219,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SUNEDISON INC,SUNE,86732Y109,0000945436,3674,334413
026011,01,129058,20120103,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,COMPUWARE CORP,CPWR,205638109,0000859014,7372,511210
162385,01,129058,20120327,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,WEX INC,WEX,96208T104,0001309108,6099,522320
179690,01,129058,20120801,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SOLARWINDS INC,SWI,83416B109,0001428669,7372,511210
006100,01,129058,20121001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,INTERDIGITAL INC,IDCC,45867G101,0001405495,6794,533110
061552,01,129058,20121001,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,LEXMARK INTL INC  -CL A,LXK,529771107,0001001288,3577,334118
174077,01,129058,20130214,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,COMMVAULT SYSTEMS INC,CVLT,204166102,0001169561,7372,511210
014898,01,129058,20130509,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,3D SYSTEMS CORP,DDD,88554D205,0000910638,3559,333249
001161,01,129058,20130923,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ADVANCED MICRO DEVICES,AMD,007903107,0000002488,3674,334413
165123,01,129058,20130923,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,LEIDOS HOLDINGS INC,LDOS,525327102,0001336920,7373,541512
018683,01,129058,20130930,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,SCIENCE APPLICATIONS INTL CP,SAIC,808625107,0001571123,7373,541512
010453,01,129058,20131223,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,TERADYNE INC,TER,880770102,0000097210,3825,334515
029241,01,129058,20131223,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,JDS UNIPHASE CORP,JDSU,46612J507,0000912093,3663,334220
183377,01,129058,20140129,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,FORTINET INC,FTNT,34959E109,0001262039,7372,511210
019518,01,129058,20140303,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,KNOWLES CORP,KN,49926D109,0001587523,3670,334419
031881,01,129058,20140402,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,FEI CO,FEIC,30241L109,0000914329,3826,334516
028853,01,129058,20140623,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ARRIS GROUP INC,ARRS,04270V106,0001141107,3663,334220
028940,01,129058,20140701,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,BELDEN INC,BDC,077454106,0000913142,3357,331420
111064,01,129058,20140815,,SP400 Information Tech .S,GSECTOR,TEC.M,,,S&P,ULTIMATE SOFTWARE GROUP INC,ULTI,90385D107,0001016125,7372,511210
006066,01,129059,19670101,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,INTL BUSINESS MACHINES CORP,IBM,459200101,0000051143,7370,541519
007585,01,129059,19670101,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,MOTOROLA SOLUTIONS INC,MSI,620076307,0000068505,3663,334220
007585,01,129059,19670101,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,MOTOROLA SOLUTIONS INC,MSI,620076208,0000068505,3663,334220
010499,01,129059,19670101,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,TEXAS INSTRUMENTS INC,TXN,882508104,0000097476,3674,334413
005606,01,129059,19741001,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,HEWLETT-PACKARD CO,HPQ,428236103,0000047217,3570,3341
006008,01,129059,19761201,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,INTEL CORP,INTC,458140100,0000050863,3674,334413
003336,01,129059,19810501,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,COMPUTER SCIENCES CORP,CSC,205363104,0000023082,7370,541512
001690,01,129059,19821101,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,APPLE INC,AAPL,037833100,0000320193,3571,334111
003310,01,129059,19870701,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,CA INC,CA,12673P105,0000356028,7372,511210
012142,01,129059,19890801,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,ORACLE CORP,ORCL,68389X105,0001341439,7372,511210
001878,01,129059,19891201,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,AUTODESK INC,ADSK,052769106,0000769397,7372,511210
020779,01,129059,19931201,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,CISCO SYSTEMS INC,CSCO,17275R102,0000858877,3576,333316
012141,01,129059,19940601,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,MICROSOFT CORP,MSFT,594918104,0000789019,7372,511210
007343,01,129059,19940927,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,MICRON TECHNOLOGY INC,MU,595112103,0000723125,3674,334413
001704,01,129059,19950316,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,APPLIED MATERIALS INC,AMAT,038222105,0000006951,3559,333242
006529,01,129059,19951214,20140507,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,LSI CORP,LSI,502161102,0000703360,3674,334413
012053,01,129059,19960328,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,EMC CORP/MA,EMC,268648102,0000790070,3572,334112
012540,01,129059,19970506,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,ADOBE SYSTEMS INC,ADBE,00724F101,0000796343,7372,511210
006304,01,129059,19970915,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,KLA-TENCOR CORP,KLAC,482480100,0000319201,3827,333314
061591,01,129059,19990625,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,NETAPP INC,NTAP,64110D104,0001002047,3572,334112
024800,01,129059,19990722,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,QUALCOMM INC,QCOM,747525103,0000804328,3674,334413
001632,01,129059,19991012,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,ANALOG DEVICES,ADI,032654105,0000006281,3674,334413
061676,01,129059,19991201,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,CITRIX SYSTEMS INC,CTXS,177376100,0000877890,7372,511210
012216,01,129059,20000403,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,LINEAR TECHNOLOGY CORP,LLTC,535678106,0000791907,3674,334413
014324,01,129059,20000418,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,ALTERA CORP,ALTR,021441100,0000768251,3674,334413
003532,01,129059,20000511,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,CORNING INC,GLW,219350105,0000024741,3679,334419
066708,01,129059,20000703,,SP500 Information Tech .S,GSECTOR,TEC.I,,,S&P,BROADCOM CORP,BRCM,111320107,0001054374,3674,334413
